TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
2233000000.0	8465390.0	3518017.4	34116673.1
2234000000.0	8465405.4	3518019.9	34116944.4
2235000000.0	8465420.7	3518022.4	34117215.5
2236000000.0	8465436.1	3518025.0	34117486.3
2237000000.0	8465451.4	3518027.5	34117756.8
2238000000.0	8465466.7	3518030.0	34118027.1
2239000000.0	8465482.0	3518032.5	34118297.2
2240000000.0	8465497.2	3518035.0	34118567.1
2241000000.0	8465512.5	3518037.5	34118836.7
2242000000.0	8465527.7	3518040.0	34119106.1
2243000000.0	8465543.0	3518042.5	34119375.2
2244000000.0	8465558.2	3518045.0	34119644.1
2245000000.0	8465573.4	3518047.5	34119912.8
2246000000.0	8465588.6	3518050.0	34120181.2
2247000000.0	8465603.8	3518052.5	34120449.4
2248000000.0	8465618.9	3518055.0	34120717.4
2249000000.0	8465634.1	3518057.5	34120985.1
2250000000.0	8465649.2	3518060.0	34121252.6
2251000000.0	8465664.3	3518062.5	34121519.9
2252000000.0	8465679.4	3518064.9	34121786.9
2253000000.0	8465694.5	3518067.4	34122053.7
2254000000.0	8465709.6	3518069.9	34122320.3
2255000000.0	8465724.7	3518072.4	34122586.6
2256000000.0	8465739.7	3518074.9	34122852.8
2257000000.0	8465754.8	3518077.3	34123118.6
2258000000.0	8465769.8	3518079.8	34123384.3
2259000000.0	8465784.8	3518082.3	34123649.7
2260000000.0	8465799.8	3518084.7	34123914.9
2261000000.0	8465814.8	3518087.2	34124179.8
2262000000.0	8465829.8	3518089.7	34124444.5
2263000000.0	8465844.8	3518092.1	34124709.0
2264000000.0	8465859.7	3518094.6	34124973.3
2265000000.0	8465874.7	3518097.0	34125237.3
2266000000.0	8465889.6	3518099.5	34125501.1
2267000000.0	8465904.5	3518101.9	34125764.7
2268000000.0	8465919.4	3518104.4	34126028.0
2269000000.0	8465934.3	3518106.8	34126291.1
2270000000.0	8465949.2	3518109.3	34126554.0
2271000000.0	8465964.0	3518111.7	34126816.7
2272000000.0	8465978.9	3518114.1	34127079.1
2273000000.0	8465993.7	3518116.6	34127341.3
2274000000.0	8466008.5	3518119.0	34127603.3
2275000000.0	8466023.3	3518121.4	34127865.1
2276000000.0	8466038.1	3518123.9	34128126.6
2277000000.0	8466052.9	3518126.3	34128387.9
2278000000.0	8466067.7	3518128.7	34128649.0
2279000000.0	8466082.4	3518131.2	34128909.8
2280000000.0	8466097.2	3518133.6	34129170.4
2281000000.0	8466111.9	3518136.0	34129430.9
2282000000.0	8466126.6	3518138.4	34129691.0
2283000000.0	8466141.3	3518140.8	34129951.0
2284000000.0	8466156.0	3518143.2	34130210.7
2285000000.0	8466170.7	3518145.7	34130470.2
2286000000.0	8466185.4	3518148.1	34130729.5
2287000000.0	8466200.0	3518150.5	34130988.6
2288000000.0	8466214.7	3518152.9	34131247.4
2289000000.0	8466229.3	3518155.3	34131506.0
2290000000.0	8466243.9	3518157.7	34131764.4
2291000000.0	8466258.5	3518160.1	34132022.6
